,us_house_price_idx,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_delinquency_rate,us_cpi,us_unemployment,us_sp500_close,us_sp500_log_ret,us_delinquency_rate_raw,delinquency_spline,covid_dummy,us_house_price_yoy,us_indprod_yoy,us_oil_yoy,us_reer_diff,us_bond_yield_10y_d1,us_house_price_yoy_L3,us_unemployment_L0,us_consumer_confidence_L2,us_credit_qoq_growth_L6,us_gdp_yoy_growth_L2,us_cpi_L0,us_bond_yield_10y_d1_L2,us_sp500_log_ret_L4,us_indprod_yoy_L3,us_reer_diff_L0,us_oil_yoy_L2,us_vix_log_ret_L0,us_cpi_L6,us_unemployment_L1,us_gdp_yoy_growth_L0,us_reer_diff_L1
2000-09-30,86.8842011443255,100.1381,14145.312,3.973172352551901,5.8,6.07,-0.2700000000000004,102.29,0.0174552037935247,30.87,-0.0496073907331441,13782.955,1.989878379836329,9.24626882707027,92.9792,20.57,0.0513700570502291,4.53,3.45649582836709,3.9,1436.510009765625,-0.0125143643787,4.53,4.53,0.0,3.989178020676576,3.968806853188922,25.79462102689487,1.7700000000000102,-0.2999999999999998,4.088032719740364,3.9,101.2127,2.295764133922318,4.224744861233032,3.45649582836709,-0.0200000000000004,-0.0678118628100317,5.216917187508963,1.7700000000000102,61.224489795918366,0.0513700570502291,1.728395061728394,4.0,3.973172352551901,2.030000000000001
2000-12-31,87.9020311222318,99.12424,14229.765,2.9055943095086967,5.24,5.32,-0.08,103.26,0.0094381629825869,26.72,-0.144372489845623,14015.065,1.6840365509428246,8.636545970719034,92.3415,26.85,0.2664321172900079,4.57,3.4360189573459543,3.9,1320.280029296875,-0.084372710069792,4.57,4.57,0.0,4.291771976814318,0.7397718173229428,3.7267080745341454,0.9699999999999988,-0.5599999999999996,3.775562754977546,3.9,100.7844,2.24357475471777,5.2444568111355006,3.4360189573459543,-0.1600000000000001,0.1357770696152514,4.447293166354416,0.9699999999999988,67.8220382824625,0.2664321172900079,1.96560196560196,3.9,2.9055943095086967,1.7700000000000102
2001-03-31,88.8661829130291,98.36205,14183.12,2.1975051856706784,4.89,4.09,0.7999999999999998,106.26,0.0286388415712941,26.37,-0.0131853483032496,14130.7,0.8250764445259406,7.173991427415549,91.1162,28.64,0.0645385211375711,4.81,2.9824561403508643,4.3,1160.3299560546875,-0.1291394479595422,4.81,4.81,0.0,4.447283025772153,-1.122295725249156,-1.8242740134028268,3.0,-0.3500000000000005,4.069254539624323,4.3,100.1381,2.8632833328713136,3.973172352551901,2.9824561403508643,-0.2999999999999998,0.0197658972343551,4.574285752844154,3.0,25.79462102689487,0.0645385211375711,2.629969418960254,3.9,2.1975051856706784,0.9699999999999988
2001-06-30,89.8743413614778,98.2286,14271.694,0.9962983270431104,5.28,3.72,1.56,107.68,0.0132749448736206,26.37,0.0,14471.316,2.4104679881393087,7.083550576504072,89.8784,19.06,-0.4072124438663889,4.94,3.193960511033689,4.5,1224.3800048828125,0.053730187866269,4.94,4.94,0.0,4.384977127062362,-3.342216371891737,-18.711467324290982,1.4200000000000017,0.3900000000000005,3.989178020676576,4.5,99.12424,2.2547384326822684,2.9055943095086967,3.193960511033689,-0.5599999999999996,-0.0297870317907133,3.968806853188922,1.4200000000000017,3.7267080745341454,-0.4072124438663889,2.676399026763998,4.3,0.9962983270431104,3.0
2001-09-30,91.1969225235107,98.0805,14214.516,0.4892362925611015,4.73,2.49,2.24,106.56,-0.0104556591043387,23.44,-0.1177830356563833,14780.642,2.137511198014041,7.238556608506674,88.7485,31.93,0.5159541085006346,5.0,2.5921658986175045,5.0,1040.93994140625,-0.1623105026176138,5.0,5.0,0.0,4.963757878168473,-4.55015745457048,-24.068675089083246,-1.1200000000000043,-0.5499999999999998,4.291771976814318,5.0,98.36205,2.2009902429098727,2.1975051856706784,2.5921658986175045,-0.3500000000000005,-0.0125143643787,0.7397718173229428,-1.1200000000000043,-1.8242740134028268,0.5159541085006346,3.762135922330101,4.5,0.4892362925611015,1.4200000000000017
2001-12-31,92.6002623821926,98.56399,14253.574,0.1673182937314887,5.09,2.17,2.92,106.93,0.0034662079764863,19.96,-0.1607136938254939,14963.76,1.238904237041938,6.769108812552771,87.9324,23.8,-0.2938604260492616,4.69,1.603665521191311,5.7,1148.0799560546875,0.0979668488084315,4.69,4.69,0.0,5.344849487525138,-4.774776238202749,-25.299401197604787,0.3700000000000045,0.3599999999999994,4.447283025772153,5.7,98.2286,2.4969620371059875,0.9962983270431104,1.603665521191311,0.3900000000000005,-0.084372710069792,-1.122295725249156,0.3700000000000045,-18.711467324290982,-0.2938604260492616,3.7349397590361377,5.0,0.1673182937314887,-1.1200000000000043
2002-03-31,93.9253689973521,99.37843,14372.785,1.3372586567694578,5.28,2.7,2.58,108.47,0.0142992222835607,26.21,0.2724107464519971,15137.544,1.1613658599175514,7.125223803491676,89.1686,17.4,-0.3132153744569457,4.94,1.362862010221466,5.7,1147.3900146484375,-0.0006011330453738,4.94,4.94,0.0,5.693038587326593,-2.137490369440353,-0.6067500948046978,1.539999999999992,0.1900000000000004,4.384977127062362,5.7,98.0805,1.989878379836329,0.4892362925611015,1.362862010221466,-0.5499999999999998,-0.1291394479595422,-3.342216371891737,1.539999999999992,-24.068675089083246,-0.3132153744569457,3.45649582836709,5.7,1.3372586567694578,0.3700000000000045
2002-06-30,94.9492638157387,99.21531,14460.848,1.3253787532159889,4.93,2.06,2.87,105.48,-0.0279522755670401,26.79,0.0218876662212023,15366.315,1.5112821472228255,6.184641396815604,90.7061,25.4,0.3782789678040076,4.78,1.0692177827799745,5.8,989.8200073242188,-0.1477219737246461,4.78,4.78,0.0,5.646686670948031,0.920910919642548,1.5927189988623305,-2.989999999999995,-0.3500000000000005,4.963757878168473,5.8,98.56399,1.6840365509428246,0.1673182937314887,1.0692177827799745,0.3599999999999994,0.053730187866269,-4.55015745457048,-2.989999999999995,-25.299401197604787,0.3782789678040076,3.4360189573459543,5.7,1.3253787532159889,1.539999999999992
2002-09-30,96.2680608880116,98.35268,14519.633,2.1465169830615416,3.87,1.53,2.34,105.79,0.0029346355135973,30.59,0.1326444746062947,15614.423,1.6146226339887049,5.6410337250574205,90.6531,39.69,0.446350092770483,4.89,1.516002245929271,5.7,815.280029296875,-0.1939914673602564,4.89,4.89,0.0,5.560646372900968,2.146064440525741,30.50341296928327,0.3100000000000023,-1.0599999999999996,5.344849487525138,5.7,99.37843,0.8250764445259406,1.3372586567694578,1.516002245929271,0.1900000000000004,-0.1623105026176138,-4.774776238202749,0.3100000000000023,-0.6067500948046978,0.446350092770483,2.9824561403508643,5.8,2.1465169830615416,-2.989999999999995
2002-12-31,97.7446202313036,97.88914,14537.58,1.9925248221954737,4.03,1.32,2.71,104.27,-0.0144723081971814,31.21,0.020065398119876,15914.764,1.9234844604888668,6.355381267809679,90.4652,28.62,-0.3269934926666691,4.84,2.480270574971821,6.0,879.8200073242188,0.0761857009649329,4.84,4.84,0.0,5.5554462987140285,2.880394484854265,56.3627254509018,-1.5200000000000102,0.1600000000000001,5.693038587326593,6.0,99.21531,2.4104679881393087,1.3253787532159889,2.480270574971821,-0.3500000000000005,0.0979668488084315,-2.137490369440353,-1.5200000000000102,1.5927189988623305,-0.3269934926666691,3.193960511033689,5.7,1.9925248221954737,0.3100000000000023
2003-03-31,98.699922940589,97.81839,14614.141,1.6792570124718242,3.81,1.19,2.62,103.09,-0.0113812956932083,31.14,-0.0022453898768357,16107.287,1.2097131946160244,6.406210941484303,91.1044,29.15,0.0183491386681964,4.68,3.025210084033625,5.9,848.1799926757812,-0.0366244806373292,4.68,4.68,0.0,5.083348614123096,2.1709435832793167,18.809614650896613,-1.1799999999999926,-0.2200000000000002,5.646686670948031,5.9,98.35268,2.137511198014041,2.1465169830615416,3.025210084033625,-1.0599999999999996,-0.0006011330453738,0.920910919642548,-1.1799999999999926,30.50341296928327,0.0183491386681964,2.5921658986175045,6.0,1.6792570124718242,-1.5200000000000102
2003-06-30,100.178545531622,98.46091,14743.567,1.9550651524723903,3.33,1.09,2.24,98.42,-0.0463583576704612,30.15,-0.0323082432326578,16531.904,2.6361795130365406,7.5853514652016285,90.6527,19.52,-0.4010153318115549,4.53,1.948775055679297,6.3,974.5,0.138831650164834,4.53,4.53,0.0,5.5074484053203365,-0.0588714540698087,12.541993281075037,-4.670000000000002,-0.48,5.560646372900968,6.3,97.88914,1.238904237041938,1.9925248221954737,1.948775055679297,0.1600000000000001,-0.1477219737246461,2.146064440525741,-4.670000000000002,56.3627254509018,-0.4010153318115549,1.603665521191311,5.9,1.9550651524723903,-1.1799999999999926
2003-09-30,101.493888958452,99.57716,14988.782,3.231135387512896,4.27,1.15,3.12,99.75,0.0134230203321407,29.19,-0.0323587383071709,16827.159,1.7859709323257755,7.766767942689912,91.5059,22.72,0.1518060128680041,4.24,2.378318584070782,6.1,995.969970703125,0.0217925882860045,4.24,4.24,0.0,5.428413143710875,0.9407289987876988,-4.576659038901598,1.3299999999999983,0.9399999999999996,5.5554462987140285,6.1,97.81839,1.1613658599175514,1.6792570124718242,2.378318584070782,-0.2200000000000002,-0.1939914673602564,2.880394484854265,1.3299999999999983,18.809614650896613,0.1518060128680041,1.362862010221466,6.3,3.231135387512896,-4.670000000000002
2003-12-31,103.266854961692,100.6819,15162.76,4.300440651057458,4.27,1.26,3.01,95.1,-0.0477380862186283,32.51,0.1077215494497904,17106.15,1.657980411310089,7.486042520014768,92.2602,18.31,-0.2157982351665313,4.43,2.0352035203520247,5.7,1111.9200439453125,0.110126462064891,4.43,4.43,0.0,5.649655927170771,1.9841883950955763,4.165331624479318,-4.650000000000006,0.0,5.083348614123096,5.7,98.46091,1.5112821472228255,1.9550651524723903,2.0352035203520247,-0.48,0.0761857009649329,2.1709435832793167,-4.650000000000006,12.541993281075037,-0.2157982351665313,1.0692177827799745,6.1,4.300440651057458,1.3299999999999983
2004-03-31,104.752106311837,101.1317,15248.68,4.341952085996703,3.83,1.2,2.63,95.65,0.0057667263349174,35.75,0.0950025348242026,17427.098,1.8762141101299925,8.193875231750702,92.5861,16.74,-0.0896462936250901,4.21,1.7400761283306032,5.8,1126.2099609375,0.0127696882151781,4.21,4.21,0.0,6.131902833288949,1.626375894029275,14.80411046885035,0.5500000000000114,-0.4399999999999995,5.5074484053203365,5.8,99.57716,1.6146226339887049,3.231135387512896,1.7400761283306032,0.9399999999999996,-0.0366244806373292,-0.0588714540698087,0.5500000000000114,-4.576659038901598,-0.0896462936250901,1.516002245929271,5.7,4.341952085996703,-4.650000000000006
2004-06-30,106.673439588665,101.013,15366.85,4.227491217016888,4.73,2.09,2.640000000000001,97.57,0.0198743732335967,36.92,0.0322031404946347,17834.911,2.3401084908112546,7.881772117718566,92.871,14.34,-0.1547482298898548,4.15,3.16766794101584,5.6,1140.8399658203125,0.0129068246851435,4.15,4.15,0.0,6.483318381771519,2.447031362551799,22.45439469320068,1.9199999999999875,0.9000000000000004,5.428413143710875,5.6,100.6819,1.9234844604888668,4.300440651057458,3.16766794101584,0.0,0.138831650164834,0.9407289987876988,1.9199999999999875,4.165331624479318,-0.1547482298898548,2.480270574971821,5.8,4.227491217016888,0.5500000000000114
2004-09-30,108.890889094825,100.6837,15512.619,3.494860356231766,4.13,2.21,1.92,96.17,-0.0144526103954681,49.56,0.2944306471262903,18213.249,2.1213338266728554,8.237219366620362,93.7467,13.34,-0.0722857946839966,4.07,2.539168017287952,5.4,1114.5799560546875,-0.0232871903089921,4.07,4.07,0.0,7.288123661712342,2.448803847620762,69.78417266187051,-1.3999999999999917,-0.6000000000000005,5.649655927170771,5.4,101.1317,1.2097131946160244,4.341952085996703,2.539168017287952,-0.4399999999999995,0.0217925882860045,1.9841883950955763,-1.3999999999999917,14.80411046885035,-0.0722857946839966,3.025210084033625,5.6,3.494860356231766,1.9199999999999875
2004-12-31,110.627753299077,100.5739,15670.88,3.3511049439547858,4.23,2.75,1.4800000000000004,90.88,-0.0565775037515492,43.36,-0.133646699629551,18722.489,2.795986591958433,9.44887657362996,95.5365,13.29,-0.0037551677623237,4.03,3.3423180592991875,5.4,1211.9200439453125,0.083728302221129,4.03,4.03,0.0,7.128035747884054,3.551152067738861,33.3743463549677,-5.290000000000006,0.1000000000000005,6.131902833288949,5.4,101.013,2.6361795130365406,4.227491217016888,3.3423180592991875,0.9000000000000004,0.110126462064891,1.626375894029275,-5.290000000000006,22.45439469320068,-0.0037551677623237,1.948775055679297,5.4,3.3511049439547858,-1.3999999999999917
2005-03-31,112.716921097129,100.4085,15844.727,3.9088432572524257,4.5,3.35,1.15,91.67,0.0086552170008431,55.31,0.2434163668751959,19053.396,1.7674306017752217,9.332006969835138,96.4456,14.02,0.0534730088812901,3.7,3.2068412613575736,5.2,1180.5899658203125,-0.0261916305609697,3.7,3.7,0.0,7.603488908930878,4.168552298887196,54.71328671328672,0.7900000000000063,0.2699999999999996,6.483318381771519,5.2,100.6837,1.7859709323257755,3.494860356231766,3.2068412613575736,-0.6000000000000005,0.0127696882151781,2.447031362551799,0.7900000000000063,69.78417266187051,0.0534730088812901,2.378318584070782,5.4,3.9088432572524257,-5.290000000000006
2005-06-30,114.966565872345,100.3846,15922.782,3.6177355801611855,4.0,3.45,0.5499999999999998,94.28,0.028073906094246,56.63,0.023585156119127,19555.889,2.637288386805148,9.649490260983072,97.1753,12.04,-0.1522504417257691,3.67,2.541026998411855,5.0,1191.3299560546875,0.0090560086242915,3.67,3.67,0.0,7.7743122521018115,4.634708358906448,53.385698808234025,2.6099999999999994,-0.5,7.288123661712342,5.0,100.5739,1.657980411310089,3.3511049439547858,2.541026998411855,0.1000000000000005,0.0129068246851435,2.448803847620762,2.6099999999999994,33.3743463549677,-0.1522504417257691,2.0352035203520247,5.2,3.6177355801611855,0.7900000000000063
2005-09-30,116.741502174166,100.6139,16047.587,3.448598847170792,4.2,4.01,0.1900000000000004,94.48,0.0021190938211765,66.21,0.1562926288110409,20032.131,2.435286884682175,9.986587236577083,95.3005,11.92,-0.0100167782434712,3.9,4.741833508956805,5.0,1228.81005859375,0.0309759758901626,3.9,3.9,0.0,7.209614270395459,1.6574450087309731,33.59564164648909,0.2000000000000028,0.2000000000000001,7.128035747884054,5.0,100.4085,1.8762141101299925,3.9088432572524257,4.741833508956805,0.2699999999999996,-0.0232871903089921,3.551152067738861,0.2000000000000028,54.71328671328672,-0.0100167782434712,1.7400761283306032,5.0,3.448598847170792,2.6099999999999994
2005-12-31,118.281507652431,101.1194,16136.734,2.9727366937913,4.47,4.38,0.0899999999999998,94.36,-0.0012709173496326,61.06,-0.0809745216300227,20516.356,2.417241580538776,9.581348932826184,98.0452,12.07,0.0125053734722365,3.54,3.338549817423053,4.9,1248.2900390625,0.0157283769584547,3.54,3.54,0.0,6.918475811998492,2.62590737571502,40.8210332103321,-0.1200000000000045,0.2699999999999996,7.603488908930878,4.9,100.3846,2.3401084908112546,3.6177355801611855,3.338549817423053,-0.5,0.083728302221129,4.168552298887196,-0.1200000000000045,53.385698808234025,0.0125053734722365,3.16766794101584,5.0,2.9727366937913,0.2000000000000028
2006-03-31,119.381991014708,101.3739,16353.835,3.2131067957182013,4.72,4.82,-0.1000000000000005,94.21,-0.0015909214788979,66.25,0.0815784775595998,21066.104,2.6795596644940245,10.563513192083974,98.4628,11.39,-0.0579872576503492,3.86,3.4179181771103018,4.7,1294.8699951171875,0.036635654200431,3.86,3.86,0.0,5.913105018043985,2.091541760329152,19.779425058759717,-0.1500000000000056,0.25,7.7743122521018115,4.7,100.6139,2.1213338266728554,3.448598847170792,3.4179181771103018,0.2000000000000001,-0.0261916305609697,4.634708358906448,-0.1500000000000056,33.59564164648909,-0.0579872576503492,2.539168017287952,4.9,3.2131067957182013,-0.1200000000000045
2006-06-30,119.154582135583,101.2252,16396.151,2.9729038556202125,5.11,5.21,-0.0999999999999996,93.72,-0.0052147194209814,73.94,0.1098184886421542,21654.759,2.7943230509067885,10.732674950241329,99.0997,13.08,0.1383485685699619,4.13,4.1817243159525175,4.6,1270.199951171875,-0.0192359702957551,4.13,4.13,0.0,3.642812352843716,1.980338625144462,30.56683736535404,-0.4899999999999949,0.3900000000000005,7.209614270395459,4.6,101.1194,2.795986591958433,2.9727366937913,4.1817243159525175,0.2699999999999996,0.0090560086242915,1.6574450087309731,-0.4899999999999949,40.8210332103321,0.1383485685699619,3.3423180592991875,4.7,2.9729038556202125,-0.1500000000000056
2006-09-30,118.48546459258,101.2498,16420.738,2.325277937424497,4.72,4.91,-0.1900000000000004,92.61,-0.0119144864574173,62.9,-0.1617077898020909,22127.75,2.184235807011304,10.461288417093506,99.3183,11.98,-0.0878457533417493,4.12,2.012072434607637,4.5,1335.8499755859375,0.0503934451404933,4.12,4.12,0.0,1.493866693450796,4.215927513496776,-4.999244827065397,-1.1099999999999994,-0.3900000000000005,6.918475811998492,4.5,101.3739,1.7674306017752217,3.2131067957182013,2.012072434607637,0.25,0.0309759758901626,2.62590737571502,-1.1099999999999994,19.779425058759717,-0.0878457533417493,3.2068412613575736,4.6,2.325277937424497,-0.4899999999999949
2006-12-31,119.241580478205,101.5824,16561.866,2.63456037634382,4.56,5.0,-0.4400000000000004,90.22,-0.0261459952019277,60.85,-0.0331343442728585,22638.445,2.307939126210301,10.34340113809684,100.1735,11.56,-0.0356877294430718,3.95,2.5239777889954462,4.4,1418.300048828125,0.0598912306597022,3.95,3.95,0.0,0.8116846367862918,2.1707334984272686,-0.3439240091713036,-2.390000000000001,-0.1600000000000001,5.913105018043985,4.4,101.2252,2.637288386805148,2.9729038556202125,2.5239777889954462,0.3900000000000005,0.0157283769584547,2.091541760329152,-2.390000000000001,30.56683736535404,-0.0356877294430718,2.541026998411855,4.5,2.63456037634382,-1.1099999999999994
2007-03-31,118.871727977828,101.9432,16611.69,1.5767249700146868,4.56,4.9,-0.3400000000000007,91.29,0.0117901205967395,65.94,0.0803334182100486,23040.77,1.7771759500265991,9.373664916873103,100.9547,14.64,0.2362066452889341,3.98,2.798197295943927,4.4,1420.8599853515625,0.0018033060386475,3.98,3.98,0.0,-0.4274204446943264,2.530803511580016,-0.4679245283018884,1.0700000000000074,0.0,3.642812352843716,4.4,101.2498,2.435286884682175,2.325277937424497,2.798197295943927,-0.3900000000000005,0.036635654200431,1.980338625144462,1.0700000000000074,-4.999244827065397,0.2362066452889341,4.741833508956805,4.4,1.5767249700146868,-2.390000000000001
2007-06-30,117.543446984268,102.1929,16713.314,1.9343747200181167,5.1,4.91,0.1899999999999995,89.88,-0.015565805259861,70.47,0.0664418496953461,23667.942,2.722009724501384,9.296723182188282,101.7893,16.23,0.1031038729933343,4.02,2.692765113974227,4.6,1503.3499755859375,0.0564336232354597,4.02,4.02,0.0,-1.3521386441368466,2.7140344521729087,-4.692994319718691,-1.4100000000000108,0.54,1.493866693450796,4.6,101.5824,2.417241580538776,2.63456037634382,2.692765113974227,-0.1600000000000001,-0.0192359702957551,4.215927513496776,-1.4100000000000108,-0.3439240091713036,0.1031038729933343,3.338549817423053,4.4,1.9343747200181167,1.0700000000000074
2007-09-30,115.378590892797,101.9985,16809.587,2.368036077306624,4.52,4.05,0.4699999999999997,87.19,-0.0303858018774047,81.64,0.1471322506027129,24209.672,2.288876658562033,9.408647512738533,102.0894,18.0,0.1035103763696649,4.41,2.8338264299802685,4.7,1526.75,0.0154453581013561,4.41,4.41,0.0,-2.622155983829899,2.7901202497425004,29.793322734499217,-2.6899999999999977,-0.5800000000000001,0.8116846367862918,4.7,101.9432,2.6795596644940245,1.5767249700146868,2.8338264299802685,0.0,0.0503934451404933,2.1707334984272686,-2.6899999999999977,-0.4679245283018884,0.1035103763696649,3.4179181771103018,4.6,2.368036077306624,-1.4100000000000108
2007-12-31,112.128582264457,101.6242,16915.191,2.133364682457861,4.1,3.34,0.7599999999999998,84.41,-0.0324037674440951,95.95,0.1615078845120648,24691.754,1.991278527028384,9.070009004593738,102.3803,22.5,0.2231435513142097,4.6,4.108813392417532,5.0,1468.3599853515625,-0.0389951713615627,4.6,4.6,0.0,-5.965199542996757,2.2029778334589523,57.68282662284305,-2.780000000000001,-0.4199999999999999,-0.4274204446943264,5.0,102.1929,2.7943230509067885,1.9343747200181167,4.108813392417532,0.54,0.0598912306597022,2.530803511580016,-2.780000000000001,-4.692994319718691,0.2231435513142097,4.1817243159525175,4.7,2.133364682457861,-2.6899999999999977
2008-03-31,108.665834340447,101.1775,16843.003,1.3924712055185309,3.51,1.55,1.96,81.48,-0.0353282866370234,101.54,0.0566255870655392,25019.452,1.3271556164053733,8.587742510341446,101.5336,25.61,0.1294675910010594,4.77,3.9749035501344334,5.1,1322.699951171875,-0.1044710566251753,4.77,4.77,0.0,-8.585635803396919,0.5734255066876637,53.98847437063999,-2.9299999999999926,-0.5899999999999999,-1.3521386441368466,5.1,101.9985,2.184235807011304,2.368036077306624,3.9749035501344334,-0.5800000000000001,0.0018033060386475,2.7140344521729087,-2.9299999999999926,29.793322734499217,0.1294675910010594,2.012072434607637,5.0,1.3924712055185309,-2.780000000000001
2008-06-30,104.589139206153,100.2976,16943.291,1.3760107660276244,4.1,2.36,1.7399999999999998,82.39,0.0111064789688935,139.96,0.3209038579802389,25185.003,0.6616891529038993,6.409771495975458,100.0335,23.95,-0.0670145763545096,4.9,4.935966105947864,5.6,1280.0,-0.0328149872028433,4.9,4.9,0.0,-11.020867696562275,-1.724935725071297,98.60933730665532,0.9099999999999966,0.5899999999999999,-2.622155983829899,5.6,101.6242,2.307939126210301,2.133364682457861,4.935966105947864,-0.4199999999999999,0.0564336232354597,2.7901202497425004,0.9099999999999966,57.68282662284305,-0.0670145763545096,2.5239777889954462,5.1,1.3760107660276244,-2.9299999999999926
2008-09-30,100.879193561927,98.2246,16854.295,0.2659672721286865,3.69,1.78,1.91,85.32,0.0349448232756511,100.7,-0.3292108677749707,25446.401,1.0379113315968302,5.108408738457926,93.7895,39.39,0.4975436531258904,4.8,4.953319875136075,6.1,1166.3599853515625,-0.0929723023592234,4.8,4.8,0.0,-12.566800494505948,-8.130031129578574,23.34639882410583,2.9299999999999926,-0.4099999999999997,-5.965199542996757,6.1,101.1775,1.7771759500265991,1.3924712055185309,4.953319875136075,-0.5899999999999999,0.0154453581013561,2.2029778334589523,2.9299999999999926,53.98847437063999,0.4975436531258904,2.798197295943927,5.6,0.2659672721286865,0.9099999999999966
2008-12-31,99.4926215315527,95.66428,16485.35,-2.5411536884212604,2.42,0.37,2.05,89.54,0.0482765592096698,44.6,-0.8144119406984982,25207.749,-0.9378615074092432,2.089746236739587,90.8357,40.0,0.0153674771311218,5.64,-0.022228002553859,7.3,903.25,-0.2556436845266899,5.64,5.64,0.0,-11.269170159578213,-11.276192783181926,-53.517457008858784,4.220000000000013,-1.27,-8.585635803396919,7.3,100.2976,2.722009724501384,1.3760107660276244,-0.022228002553859,0.5899999999999999,-0.0389951713615627,0.5734255066876637,4.220000000000013,98.60933730665532,0.0153674771311218,2.692765113974227,6.1,-2.5411536884212604,2.9299999999999926
2009-03-31,99.5591214180201,94.78365,16298.262,-3.234227293078318,2.82,0.57,2.25,93.45,0.0427410810887523,49.64,0.107063101310388,25034.338,-0.6879273512283901,0.0594977060248913,86.6528,44.14,0.0984869467146539,6.51,-0.4464787676623838,8.7,797.8699951171875,-0.1240536992367511,6.51,6.51,0.0,-8.380474854585696,-14.656035046526473,-51.11286192633445,3.9099999999999966,0.3999999999999999,-11.020867696562275,8.7,98.2246,2.288876658562033,0.2659672721286865,-0.4464787676623838,-0.4099999999999997,-0.1044710566251753,-1.724935725071297,3.9099999999999966,23.34639882410583,0.0984869467146539,2.8338264299802685,7.3,-3.234227293078318,4.220000000000013
2009-06-30,97.77330294517,95.8861,16269.145,-3.9788374053187248,3.72,0.56,3.16,88.34,-0.0562335277331914,69.82,0.3411235413404834,24918.064,-0.4644580575687729,-1.0599125201613102,84.7459,26.35,-0.515898125841219,6.77,-1.2291746182109151,9.5,919.3200073242188,0.1416886034927275,6.77,6.77,0.0,-6.516772499244383,-15.282480369076357,-50.11431837667906,-5.109999999999999,0.9000000000000004,-12.566800494505948,9.5,95.66428,1.991278527028384,-2.5411536884212604,-1.2291746182109151,-1.27,-0.0328149872028433,-8.130031129578574,-5.109999999999999,-53.517457008858784,-0.515898125841219,4.108813392417532,8.7,-3.9788374053187248,3.9099999999999966
2009-09-30,96.6643830424593,97.51496,16326.281,-3.1328157006863644,3.4,0.4,3.0,85.97,-0.0271946079820277,70.46,0.0091246712362016,24706.479,-0.849122949519665,-2.907766799713652,87.4063,25.61,-0.0284853747759375,6.49,-1.377942862886472,9.8,1057.0799560546875,0.1396313530536158,6.49,6.49,0.0,-4.178077134290659,-6.805879122929537,-30.029791459781546,-2.3700000000000045,-0.3200000000000003,-11.269170159578213,9.8,94.78365,1.3271556164053733,-3.234227293078318,-1.377942862886472,0.3999999999999999,-0.0929723023592234,-11.276192783181926,-2.3700000000000045,-51.11286192633445,-0.0284853747759375,3.9749035501344334,9.5,-3.1328157006863644,-5.109999999999999
2009-12-31,95.8740696963134,98.84863,16502.754,0.1055725234829774,3.59,0.47,3.12,84.1,-0.0219918312074503,79.39,0.1193272428239305,24496.837,-0.8485304603703336,-2.820212149843293,88.3793,21.68,-0.1665927236399884,6.33,2.8141231232083674,9.9,1115.0999755859375,0.0534337167399176,6.33,6.33,0.0,-3.6370052166046607,-2.704223119324234,78.00448430493275,-1.8700000000000043,0.1899999999999999,-8.380474854585696,9.9,95.8861,0.6616891529038993,-3.9788374053187248,2.8141231232083674,0.9000000000000004,-0.2556436845266899,-14.656035046526473,-1.8700000000000043,-50.11431837667906,-0.1665927236399884,4.935966105947864,9.8,0.1055725234829774,-2.3700000000000045
2010-03-31,94.634796605452,99.63297,16582.71,1.7452658449103264,3.73,0.41,3.32,84.67,0.0067547806752834,83.45,0.049875234370822,24354.291,-0.5818955320639918,-2.716456892129515,90.2928,17.59,-0.2090596178219786,5.78,2.2861714393279886,9.9,1169.4300537109375,0.0475724314460383,5.78,5.78,0.0,-4.946131245867747,4.200672107537207,68.11039484286864,0.5700000000000074,0.1400000000000001,-6.516772499244383,9.9,97.51496,1.0379113315968302,-3.1328157006863644,2.2861714393279886,-0.3200000000000003,-0.1240536992367511,-15.282480369076357,0.5700000000000074,-30.029791459781546,-0.2090596178219786,4.953319875136075,9.9,1.7452658449103264,-1.8700000000000043
2010-06-30,93.9936507929743,99.60447,16743.162,2.91359502911801,3.2,0.32,2.8800000000000003,87.35,0.0311616889258796,75.59,-0.0989236508037586,24225.042,-0.5307031931251815,-2.7812032267033104,91.9928,34.54,0.6747875139690658,5.1,1.1215605940686268,9.4,1030.7099609375,-0.1262686492820759,5.1,5.1,0.0,-3.865730253907129,8.551328146848402,8.264107705528524,2.6799999999999926,-0.5299999999999998,-4.178077134290659,9.4,98.84863,-0.9378615074092432,0.1055725234829774,1.1215605940686268,0.1899999999999999,0.1416886034927275,-6.805879122929537,2.6799999999999926,78.00448430493275,0.6747875139690658,-0.022228002553859,9.9,2.91359502911801,0.5700000000000074
